,Unnamed: 0,app_id,amnt,currency,operation_kind,card_type,operation_type,operation_type_group,ecommerce_flag,payment_system,income_flag,mcc,country,city,mcc_category,day_of_week,hour,days_before,weekofyear,hour_diff,transaction_number,product,flag
6170,6170,30,0.3281474653404086,1,1,21,1,1,1,1,1,1,1,1,1,4,19,263,8,26,127,0,0
6171,6171,30,0.3810818682035558,1,1,79,1,1,1,1,1,1,1,1,1,3,19,262,8,24,128,0,0
6172,6172,30,0.4062003827339745,1,1,79,1,1,1,1,1,1,1,1,1,2,14,260,8,44,129,0,0
6173,6173,30,0.3651905396633382,1,1,79,1,1,1,1,1,1,1,1,1,2,17,260,8,3,130,0,0
6174,6174,30,0.3071881686477508,1,1,79,1,1,1,1,1,1,1,1,1,7,12,259,8,19,131,0,0
6175,6175,30,0.3537456127323191,1,1,37,2,1,1,2,1,1,1,1,1,6,15,258,19,27,132,0,0
6176,6176,30,0.3231543925986102,1,1,37,2,1,1,2,1,1,1,1,1,5,17,257,19,26,133,0,0
6177,6177,30,0.2546426782678723,1,1,37,2,1,1,2,1,1,1,1,1,5,17,257,19,0,134,0,0
6178,6178,30,0.411355949838705,1,1,21,1,1,1,1,1,1,1,1,1,5,19,257,19,1,135,0,0
6179,6179,30,0.2243546026598334,1,1,21,1,1,1,1,1,1,1,1,1,5,19,257,19,0,136,0,0
6180,6180,30,0.5498141604172176,1,2,37,3,1,1,6,1,2,1,1,2,4,13,256,19,18,137,0,0
6181,6181,30,0.395707065341234,1,1,37,2,1,1,2,1,10,1,1,7,4,13,256,19,1,138,0,0
6182,6182,30,0.3324330504292231,1,1,37,2,1,1,2,1,4,1,1,3,4,14,256,19,1,139,0,0
6183,6183,30,0.3486135079493347,1,1,37,2,1,1,2,1,1,1,1,1,4,14,256,19,0,140,0,0
6184,6184,30,0.3687570990634655,1,1,21,1,1,1,1,1,1,1,1,1,4,19,256,19,5,141,0,0
6185,6185,30,0.5043136062319842,1,2,37,3,1,1,6,1,2,1,1,2,3,14,255,19,19,142,0,0
6186,6186,30,0.4654254330729043,1,2,21,3,1,1,6,1,2,1,1,2,3,19,255,19,4,143,0,0
6187,6187,30,0.4154145710755792,1,1,21,1,1,1,1,1,26,1,1,14,1,18,254,19,23,144,0,0
6188,6188,30,0.3805115357628734,1,1,21,1,1,1,1,1,5,1,1,4,2,11,253,19,18,145,0,0
6189,6189,30,0.381599629024507,1,1,21,1,1,1,1,1,7,1,1,5,2,12,253,19,0,146,0,0
6190,6190,30,0.3777437858668703,1,1,21,1,1,1,1,1,1,1,1,1,7,18,252,19,30,147,0,0
6191,6191,30,0.3682442796089131,1,1,79,1,1,1,1,1,1,1,1,1,6,19,251,2,24,148,0,0
6192,6192,30,0.2640167331450224,1,1,21,1,1,1,1,1,1,1,1,1,5,8,250,2,14,149,0,0
6193,6193,30,0.4169492615251033,1,1,79,1,1,1,1,1,1,1,1,1,4,19,249,2,35,150,0,0
6194,6194,30,0.2912409314578781,1,1,21,1,1,1,1,1,1,1,1,1,3,19,248,2,24,151,0,0
6195,6195,30,0.2627326063506766,1,1,21,1,1,1,1,1,1,1,1,1,3,19,248,2,0,152,0,0
6196,6196,30,0.3876771200456198,1,2,37,3,1,1,6,1,2,1,1,2,1,13,247,2,18,153,0,0
6197,6197,30,0.520367075335236,1,1,21,1,1,1,1,1,1,1,1,1,1,13,247,2,0,154,0,0
6198,6198,30,0.2910844072501874,1,1,37,2,1,1,2,1,16,1,1,9,1,14,247,2,1,155,0,0
6199,6199,30,0.4779440811646806,1,2,37,3,1,1,6,1,2,1,1,2,1,15,247,2,0,156,0,0
6200,6200,30,0.4221339112778016,1,1,37,2,1,1,2,1,17,1,1,15,1,15,247,2,0,157,0,0
6201,6201,30,0.3482185367414562,1,1,37,2,1,1,2,1,1,1,1,1,1,17,247,2,2,158,0,0
6202,6202,30,0.3620495786792855,1,1,21,1,1,1,1,1,1,1,1,1,1,17,247,2,0,159,0,0
6203,6203,30,0.4338933320081917,1,1,21,1,1,1,1,1,5,1,1,4,2,11,246,2,18,160,0,0
6204,6204,30,0.4311198438378795,1,1,21,1,1,1,1,1,31,1,1,6,2,12,246,2,1,161,0,0
6205,6205,30,0.400634129530527,1,1,21,1,1,1,1,1,50,1,1,6,2,12,246,2,1,162,0,0
6206,6206,30,0.4492871471021893,1,2,21,3,1,1,6,1,2,1,1,2,2,17,246,2,4,163,0,0
6207,6207,30,0.361560662467247,1,1,21,1,1,1,1,1,1,1,1,1,2,17,246,2,1,164,0,0
6208,6208,30,0.2505349503551297,1,1,21,1,1,1,1,1,1,1,1,1,2,17,246,2,0,165,0,0
6209,6209,30,0.3299795933308628,1,1,37,2,1,1,2,1,17,1,1,15,6,15,244,44,45,166,0,0
6210,6210,30,0.3102777870421651,1,1,37,2,1,1,2,1,1,1,1,1,6,15,244,44,0,167,0,0
6211,6211,30,0.3235073113221411,1,1,37,2,1,1,2,1,10,1,1,7,5,17,243,44,26,168,0,0
6212,6212,30,0.3876771200456198,1,2,37,3,1,1,6,1,2,1,1,2,3,13,241,44,44,169,0,0
6213,6213,30,0.3459655920575592,1,1,37,2,1,1,2,1,1,1,1,1,3,18,234,21,173,170,0,0
6214,6214,30,0.4507769039410312,1,1,21,1,1,1,1,1,1,1,1,1,1,19,226,4,192,171,0,0
6215,6215,30,0.3823905246639725,1,1,21,1,1,1,1,1,10,1,1,7,1,19,226,4,0,172,0,0
6216,6216,30,0.4065418680066658,1,1,21,1,1,1,1,1,5,1,1,4,2,11,225,4,16,173,0,0
6217,6217,30,0.3529768464831175,1,1,21,1,1,1,1,1,7,1,1,5,2,11,225,4,0,174,0,0
6218,6218,30,0.3928671412136769,1,1,37,2,1,1,2,1,1,1,1,1,2,14,225,4,3,175,0,0
6219,6219,30,0.5395840117062823,1,2,37,3,1,1,6,1,2,1,1,2,2,14,225,4,0,176,0,0
6220,6220,30,0.4654254330729043,1,2,37,3,1,1,6,1,2,1,1,2,2,20,225,4,5,177,0,0
6221,6221,30,0.5043136062319842,1,2,21,3,1,1,6,1,2,1,1,2,7,12,224,4,16,178,0,0
6222,6222,30,0.4311973313881532,1,1,21,1,1,1,1,1,8,1,1,1,7,13,224,4,1,179,0,0
6223,6223,30,0.4492871471021893,1,2,37,3,1,1,6,1,2,1,1,2,6,17,223,7,28,180,0,0
6224,6224,30,0.3157877238016189,1,1,37,2,1,1,2,1,1,1,1,1,4,13,221,7,44,181,0,0
6225,6225,30,0.3382025224116802,1,1,37,2,1,1,2,1,1,1,1,1,4,18,221,7,4,182,0,0
6226,6226,30,0.5168336566977262,1,2,37,3,1,1,6,1,2,1,1,2,3,15,220,7,21,183,0,0
6227,6227,30,0.4492871471021893,1,2,37,3,1,1,6,1,2,1,1,2,3,15,220,7,0,184,0,0
6228,6228,30,0.3956049472201066,1,1,21,1,1,1,1,1,1,1,1,1,3,19,220,7,4,185,0,0
6229,6229,30,0.3392420087569288,1,1,21,1,1,1,1,1,1,1,1,1,1,19,219,7,24,186,0,0
6230,6230,30,0.4369803145657236,1,1,21,1,1,1,1,1,14,1,1,6,2,15,218,7,20,187,0,0
6231,6231,30,0.4391721854187932,1,1,21,1,1,1,1,1,5,1,1,4,2,17,218,7,2,188,0,0
6232,6232,30,0.3471322430628851,1,1,21,1,1,1,1,1,10,1,1,7,2,18,218,7,1,189,0,0
6233,6233,30,0.3668496053609628,1,1,21,1,1,1,1,1,1,1,1,1,2,18,218,7,0,190,0,0
6234,6234,30,0.5043136062319842,1,2,21,3,1,1,6,1,2,1,1,2,7,11,217,7,17,191,0,0
6235,6235,30,0.3354274752917655,1,1,21,1,1,1,1,1,1,1,1,1,7,13,217,7,2,192,0,0
6236,6236,30,0.4779440811646806,1,2,37,3,1,1,6,1,2,1,1,2,6,16,216,13,27,193,0,0
6237,6237,30,0.2921710172602892,1,1,21,1,1,1,1,1,1,1,1,1,6,19,216,13,3,194,0,0
6238,6238,30,0.2642700694311805,1,1,21,1,1,1,1,1,1,1,1,1,6,19,216,13,0,195,0,0
6239,6239,30,0.3876771200456198,1,2,37,3,1,1,4,1,2,1,1,2,1,15,212,13,92,196,0,0
6240,6240,30,0.3570832891830186,1,1,21,1,1,1,1,1,1,1,1,1,1,19,212,13,4,197,0,0
6241,6241,30,0.4195021807133059,1,1,21,1,1,1,1,1,50,1,1,6,7,13,210,13,43,198,0,0
6242,6242,30,0.3876771200456198,1,2,37,3,1,1,4,1,2,1,1,2,1,14,205,22,121,199,0,0
6243,6243,30,0.3876771200456198,1,2,21,3,1,1,4,1,2,1,1,2,7,12,203,22,46,200,0,0
6244,6244,30,0.3183522495095494,1,1,21,1,1,1,1,1,45,1,1,11,7,13,203,22,0,201,0,0
6245,6245,30,0.2597996213924324,1,1,21,1,1,1,1,1,1,1,1,1,6,18,195,11,198,202,0,0
6246,6246,30,0.4178578547150816,1,1,21,1,1,1,1,1,1,1,1,1,3,20,192,11,73,203,0,0
6247,6247,30,0.5432052855231654,1,2,37,3,1,1,4,1,2,1,1,2,1,14,191,11,18,204,0,0
6248,6248,30,0.4265442702066148,1,2,37,3,1,1,4,1,2,1,1,2,1,18,191,11,4,205,0,0
6249,6249,30,0.4654254330729043,1,2,21,3,1,1,4,1,2,1,1,2,2,12,190,11,18,206,0,0
6250,6250,30,0.4103732595075687,1,1,21,1,1,1,1,1,1,1,1,1,2,15,190,11,3,207,0,0
6251,6251,30,0.4255940273732936,1,1,21,1,1,1,1,1,1,1,1,1,2,15,190,11,0,208,0,0
6252,6252,30,0.488172983204992,1,2,21,3,1,1,4,1,2,1,1,2,7,12,189,11,20,209,0,0
6253,6253,30,0.3876771200456198,1,2,37,3,1,1,4,1,2,1,1,2,4,16,186,3,77,210,0,0
6254,6254,30,0.4102507976909174,1,1,21,1,1,1,1,1,1,1,1,1,4,19,186,3,2,211,0,0
6255,6255,30,0.300578904096893,1,1,21,1,1,1,1,1,1,1,1,1,3,19,185,3,24,212,0,0
6256,6256,30,0.2946667154925095,1,1,37,2,1,1,2,1,1,1,1,1,1,16,184,3,21,213,0,0
6257,6257,30,0.2572803702565362,1,1,37,2,1,1,2,1,1,1,1,1,1,16,184,3,0,214,0,0
6258,6258,30,0.2010851949542346,1,1,37,2,1,1,2,1,1,1,1,1,1,16,184,3,0,215,0,0
6259,6259,30,0.2968160515961867,1,1,37,2,1,1,2,1,1,1,1,1,7,16,182,3,48,216,0,0
6260,6260,30,0.2901359808629712,1,1,37,2,1,1,2,1,1,1,1,1,7,16,182,3,0,217,0,0
6261,6261,30,0.2948722073488956,1,1,21,1,1,1,1,1,1,1,1,1,7,20,182,3,4,218,0,0
6262,6262,30,0.3722655976145193,1,1,21,1,1,1,1,1,1,1,1,1,3,20,178,40,95,219,0,0
6263,6263,30,0.5395840117062823,1,2,37,3,1,1,4,1,2,1,1,2,1,12,177,40,17,220,0,0
6264,6264,30,0.3668804724293686,1,1,21,1,1,1,1,1,108,1,1,17,2,14,176,40,26,221,0,0
6265,6265,30,0.4654254330729043,1,2,21,3,1,1,4,1,2,1,1,2,7,13,175,40,22,222,0,0
6266,6266,30,0.2702580364293532,1,1,21,1,1,1,1,1,1,1,1,1,7,19,175,40,6,223,0,0
6267,6267,30,0.319874075445721,1,1,21,1,1,1,1,1,1,1,1,1,5,20,173,6,49,224,0,0
6268,6268,30,0.4358708909268973,1,1,21,1,1,1,1,1,1,1,1,1,4,19,172,6,24,225,0,0
6269,6269,30,0.4220807982666681,1,1,21,1,1,1,1,1,8,1,1,1,4,20,172,6,0,226,0,0
6270,6270,30,0.4929822347788297,1,1,21,1,1,1,1,1,1,1,1,1,1,14,170,6,42,227,0,0
6271,6271,30,0.4341238571603318,1,1,37,2,1,1,2,1,1,1,1,1,1,16,170,6,3,228,0,0
6272,6272,30,0.3008824728762314,1,1,37,2,1,1,2,1,24,1,1,10,1,17,170,6,1,229,0,0
6273,6273,30,0.4265442702066148,1,2,37,3,1,1,4,1,2,1,1,2,1,18,170,6,0,230,0,0
6274,6274,30,0.3213557164268619,1,1,21,1,1,1,1,1,1,1,1,1,1,19,170,6,1,231,0,0
6275,6275,30,0.3626657374105493,1,1,21,1,1,1,1,1,5,1,1,4,2,10,169,6,15,232,0,0
6276,6276,30,0.386085129808874,1,1,21,1,1,1,1,1,50,1,1,6,2,10,169,6,1,233,0,0
6277,6277,30,0.3628405471845513,1,1,21,1,1,1,1,1,10,1,1,7,2,11,169,6,0,234,0,0
6278,6278,30,0.3327323252296728,1,1,21,1,1,1,1,1,1,1,1,1,2,11,169,6,0,235,0,0
6279,6279,30,0.4654254330729043,1,2,21,3,1,1,4,1,2,1,1,2,7,14,168,6,27,236,0,0
6280,6280,30,0.4443722255204131,1,1,21,1,1,1,1,1,1,1,1,1,7,15,168,6,2,237,0,0
6281,6281,30,0.3741053242064677,1,1,37,2,1,1,2,1,1,1,1,1,6,18,167,15,27,238,0,0
6282,6282,30,0.3973822312934758,1,1,21,1,1,1,1,1,1,1,1,1,6,19,167,15,1,239,0,0
6283,6283,30,0.3680855414773893,1,1,37,2,1,1,2,1,1,1,1,1,5,16,166,15,20,240,0,0
6284,6284,30,0.3206197859825624,1,1,21,1,1,1,1,1,1,1,1,1,4,19,165,15,27,241,0,0
6285,6285,30,0.2956000241937828,1,1,21,1,1,1,1,1,1,1,1,1,4,19,165,15,0,242,0,0
6286,6286,30,0.5557260372942087,1,2,37,3,1,1,4,1,2,1,1,2,3,15,164,15,20,243,0,0
6287,6287,30,0.4289563689984553,1,1,21,1,1,1,1,1,1,1,1,1,3,19,164,15,4,244,0,0
6288,6288,30,0.3488379638169017,1,1,21,1,1,1,1,1,17,1,1,15,2,16,162,15,45,245,0,0
6289,6289,30,0.3477065970237077,1,1,21,1,1,1,1,1,66,1,1,6,2,17,162,15,0,246,0,0
6290,6290,30,0.3735348337375142,1,1,21,1,1,1,1,1,8,1,1,1,2,18,162,15,1,247,0,0
6291,6291,30,0.3691873924321774,1,1,21,1,1,1,1,1,8,1,1,1,2,18,162,15,0,248,0,0
6292,6292,30,0.3488267623212915,1,1,21,1,1,1,1,1,1,1,1,1,7,13,161,15,18,249,0,0
6293,6293,30,0.4265442702066148,1,2,21,3,1,1,4,1,2,1,1,2,7,13,161,15,0,250,0,0
6294,6294,30,0.3876771200456198,1,2,37,3,1,1,4,1,2,1,1,2,5,14,159,5,49,251,0,0
6295,6295,30,0.3750995810365609,1,1,21,1,1,1,1,1,8,1,1,1,3,19,157,5,53,252,0,0
6296,6296,30,0.3428884281947848,1,1,21,1,1,1,1,1,1,1,1,1,1,19,156,5,24,253,0,0
6297,6297,30,0.4128611145792377,1,1,79,1,1,1,1,1,3,1,1,4,2,14,155,5,20,254,0,0
6298,6298,30,0.3337673934295709,1,1,79,1,1,1,1,1,1,1,1,1,2,14,155,5,0,255,0,0
6299,6299,30,0.3876771200456198,1,4,21,4,2,1,3,2,2,1,1,2,7,9,147,37,187,256,0,0
6300,6300,30,0.3202481694450788,1,1,168,1,1,2,1,1,106,1,1,12,7,15,147,37,6,257,0,0
6301,6301,30,0.359096729937635,1,1,21,1,1,1,1,1,8,1,1,1,7,16,147,37,1,258,0,0
6302,6302,30,0.4249128002078232,1,1,21,1,1,1,1,1,1,1,1,1,4,19,144,23,75,259,0,0
6303,6303,30,0.5357128203524152,1,2,37,3,1,1,4,1,2,1,1,2,3,14,143,23,19,260,0,0
6304,6304,30,0.3876771200456198,1,2,37,3,1,1,4,1,2,1,1,2,3,17,143,23,2,261,0,0
6305,6305,30,0.3876771200456198,1,2,37,3,1,1,4,1,2,1,1,2,3,17,143,23,0,262,0,0
6306,6306,30,0.3826670240072454,1,1,21,1,1,1,1,1,1,1,1,1,1,19,142,23,26,263,0,0
6307,6307,30,0.4779440811646806,1,2,21,3,1,1,4,1,2,1,1,2,2,10,141,23,15,264,0,0
6308,6308,30,0.3680855414773893,1,1,21,1,1,1,1,1,50,1,1,6,7,11,140,23,26,265,0,0
6309,6309,30,0.3983870040721702,1,1,21,1,1,1,1,1,1,1,1,1,7,13,140,23,2,266,0,0
6310,6310,30,0.3673897570893461,1,1,21,1,1,1,1,1,1,1,1,1,4,19,137,9,78,267,0,0
6311,6311,30,0.4265442702066148,1,2,37,3,1,1,4,1,2,1,1,2,3,16,136,9,21,268,0,0
6312,6312,30,0.3940304271437293,1,1,79,1,1,1,1,1,5,1,1,4,7,11,133,9,67,269,0,0
6313,6313,30,0.3616944262780817,1,1,21,1,1,1,1,1,8,1,1,1,3,19,129,14,104,270,0,0
6314,6314,30,0.3886771960778838,1,1,21,1,1,1,1,1,8,1,1,1,1,11,128,14,16,271,0,0
6315,6315,30,0.4492871471021893,1,1,37,2,1,1,2,1,69,1,1,24,1,12,128,14,2,272,0,0
6316,6316,30,0.4157554827685896,1,1,37,2,1,1,2,1,17,1,1,15,1,13,128,14,0,273,0,0
6317,6317,30,0.5395840117062823,1,2,37,3,1,1,4,1,2,1,1,2,1,14,128,14,1,274,0,0
6318,6318,30,0.4072550616307779,1,1,21,1,1,1,1,1,10,1,1,7,1,19,128,14,5,275,0,0
6319,6319,30,0.389252447263428,1,1,21,1,1,1,1,1,1,1,1,1,1,19,128,14,1,276,0,0
6320,6320,30,0.3997370058326506,1,1,21,1,1,1,1,1,5,1,1,4,2,11,127,14,16,277,0,0
6321,6321,30,0.415940072571065,1,1,21,1,1,1,1,1,1,1,1,1,2,12,127,14,1,278,0,0
6322,6322,30,0.4265442702066148,1,2,21,3,1,1,4,1,2,1,1,2,7,14,126,14,26,279,0,0
6323,6323,30,0.3068341366085694,1,1,21,2,1,1,2,1,1,1,1,1,7,14,126,14,1,280,0,0
6324,6324,30,0.3876210341918021,1,1,21,1,1,1,1,1,1,1,1,1,7,15,126,14,0,281,0,0
6325,6325,30,0.3817088455874187,1,1,21,1,1,1,1,1,8,1,1,1,7,15,126,14,1,282,0,0
6326,6326,30,0.3084675045014685,1,1,21,1,1,1,1,1,1,1,1,1,4,19,123,12,76,283,0,0
6327,6327,30,0.5168336566977262,1,2,21,3,1,1,4,1,2,1,1,2,3,16,122,12,21,284,0,0
6328,6328,30,0.6071409931722804,1,2,79,3,1,1,4,1,2,1,1,2,3,16,122,12,0,285,0,0
6329,6329,30,0.3307578844769813,1,1,21,1,1,1,1,1,1,1,1,1,3,16,122,12,0,286,0,0
6330,6330,30,0.3132314892445887,1,1,21,1,1,1,1,1,1,1,1,1,3,17,122,12,0,287,0,0
6331,6331,30,0.3907051411297315,1,1,79,1,1,1,1,1,1,1,1,1,7,18,105,16,409,288,0,0
6332,6332,30,0.3626657374105493,1,1,79,1,1,1,1,1,5,1,1,4,2,10,99,29,136,289,0,0
6333,6333,30,0.2756681860503041,1,1,79,1,1,1,1,1,1,1,1,1,2,22,99,29,12,290,0,0
6334,6334,30,0.4257535228596243,1,1,79,1,1,1,1,1,1,1,1,1,7,13,98,29,15,291,0,0
6335,6335,30,0.4216528507261002,1,1,79,1,1,1,1,1,1,1,1,1,7,14,98,29,1,292,0,0
6336,6336,30,0.5109220915152267,1,2,37,3,1,1,4,1,2,1,1,2,3,14,94,17,97,293,0,0
6337,6337,30,0.3138575277038134,1,1,37,2,1,1,2,1,10,1,1,7,3,14,94,17,0,294,0,0
6338,6338,30,0.4294673873423216,1,1,37,2,1,1,2,1,10,1,1,7,3,17,94,17,2,295,0,0
6339,6339,30,0.3315682074691043,1,1,37,2,1,1,2,1,1,1,1,1,3,17,94,17,0,296,0,0
6340,6340,30,0.362304784759467,1,1,21,1,1,1,1,1,1,1,1,1,3,18,94,17,1,297,0,0
6341,6341,30,0.2268713424890508,1,1,37,2,1,1,2,1,4,1,1,3,1,17,93,17,23,298,0,0
6342,6342,30,0.2642700694311805,1,1,37,2,1,1,2,1,10,1,1,7,1,17,93,17,0,299,0,0
6343,6343,30,0.2680808314936789,1,1,37,2,1,1,2,1,50,1,1,6,1,18,93,17,1,300,0,0
6344,6344,30,0.372012715331598,1,1,21,1,1,1,1,1,1,1,1,1,1,18,93,17,1,301,0,0
6345,6345,30,0.429511824296687,1,1,21,1,1,1,1,1,1,1,1,1,2,11,92,17,17,302,0,0
6346,6346,30,0.37856744206304,1,1,21,1,1,1,1,1,33,1,1,7,2,12,92,17,1,303,0,0
6347,6347,30,0.4023864621510839,1,1,21,1,1,1,1,1,33,1,1,7,2,14,92,17,1,304,0,0
6348,6348,30,0.3412790366871654,1,1,21,1,1,1,1,1,105,1,1,1,2,19,92,17,5,305,0,0
6349,6349,30,0.3452513905089132,1,1,21,1,1,1,1,1,1,1,1,1,2,19,92,17,0,306,0,0
6350,6350,30,0.3753445438481063,1,1,21,1,1,1,1,1,1,1,1,1,2,19,92,17,0,307,0,0
6351,6351,30,0.3698074417473762,1,1,21,1,1,1,1,1,8,1,1,1,2,19,92,17,0,308,0,0
6352,6352,30,0.3877969557603654,1,1,21,1,1,1,1,1,7,1,1,5,7,12,91,17,16,309,0,0
6353,6353,30,0.2975890792412704,1,1,21,1,1,1,1,1,50,1,1,6,7,13,91,17,1,310,0,0
6354,6354,30,0.488172983204992,1,2,21,3,1,1,4,1,2,1,1,2,7,13,91,17,0,311,0,0
6355,6355,30,0.3797613302938331,1,1,21,1,1,1,1,1,50,1,1,6,7,15,91,17,3,312,0,0
6356,6356,30,0.4496860585124702,1,1,21,1,1,1,1,1,1,1,1,1,7,16,91,17,1,313,0,0
6357,6357,30,0.3375899935537831,1,1,37,2,1,1,2,1,1,1,1,1,6,9,90,49,17,314,0,0
6358,6358,30,0.3876771200456198,1,1,168,1,1,2,1,1,108,1,1,5,6,13,90,49,4,315,0,0
6359,6359,30,0.4265442702066148,1,2,37,3,1,1,4,1,2,1,1,2,6,15,90,49,2,316,0,0
6360,6360,30,0.3684025699594994,1,1,37,2,1,1,2,1,1,1,1,1,6,17,90,49,2,317,0,0
6361,6361,30,0.3506020035279163,1,1,21,1,1,1,1,1,1,1,1,1,6,18,90,49,1,318,0,0
6362,6362,30,0.452907486049819,1,1,37,2,1,1,2,1,33,1,1,7,5,12,89,49,18,319,0,0
6363,6363,30,0.2806022846489201,1,1,37,2,1,1,2,1,1,1,1,1,5,18,89,49,5,320,0,0
6364,6364,30,0.4104106563047363,1,2,37,3,1,1,4,1,2,1,1,2,4,11,88,49,17,321,0,0
6365,6365,30,0.3782367758612059,1,1,37,2,1,1,2,1,1,1,1,1,3,8,87,49,21,322,0,0
6366,6366,30,0.4023864621510839,1,1,37,2,1,1,2,1,33,1,1,7,3,14,87,49,6,323,0,0
6367,6367,30,0.3445449113128027,1,1,21,1,1,1,1,1,1,1,1,1,3,20,87,49,6,324,0,0
6368,6368,30,0.2729200640419936,1,1,21,1,1,1,1,1,1,1,1,1,3,20,87,49,0,325,0,0
6369,6369,30,0.1345552365402696,1,1,21,1,1,1,1,1,64,1,1,14,1,12,86,49,16,326,0,0
6370,6370,30,0.4987982143719502,1,1,21,1,1,1,1,1,1,1,1,1,1,12,86,49,0,327,0,0
6371,6371,30,0.4052453160694771,1,1,21,1,1,1,1,1,3,1,1,4,1,18,86,49,6,328,0,0
6372,6372,30,0.4023864621510839,1,1,37,2,1,1,2,1,33,1,1,7,2,15,85,49,21,329,0,0
6373,6373,30,0.4779440811646806,1,2,21,3,1,1,4,1,2,1,1,2,7,11,84,49,20,330,0,0
6374,6374,30,0.4410439229338603,1,1,37,2,1,1,2,1,57,1,1,9,7,18,84,49,7,331,0,0
6375,6375,30,0.2811662481103013,1,1,21,1,1,1,1,1,1,1,1,1,7,22,84,49,4,332,0,0
6376,6376,30,0.4023864621510839,1,1,37,2,1,1,2,1,33,1,1,7,5,14,82,25,40,333,0,0
6377,6377,30,0.3244665465107147,1,1,37,2,1,1,2,1,1,1,1,1,5,14,82,25,0,334,0,0
6378,6378,30,0.3316778049493996,1,1,21,1,1,1,1,1,1,1,1,1,5,19,82,25,4,335,0,0
6379,6379,30,0.4023864621510839,1,1,37,2,1,1,2,1,33,1,1,7,4,15,81,25,20,336,0,0
6380,6380,30,0.4419300338526042,1,1,21,1,1,1,1,1,1,1,1,1,4,18,81,25,4,337,0,0
6381,6381,30,0.4023864621510839,1,1,37,2,1,1,2,1,33,1,1,7,3,14,80,25,20,338,0,0
6382,6382,30,0.4070998232350446,1,1,37,2,1,1,2,1,1,1,1,1,3,15,80,25,1,339,0,0
6383,6383,30,0.4968216419774925,1,2,37,3,1,1,4,1,2,1,1,2,1,15,79,25,23,340,0,0
6384,6384,30,0.3324330504292231,1,1,37,2,1,1,2,1,50,1,1,6,1,16,79,25,1,341,0,0
6385,6385,30,0.4527319105246216,1,1,21,1,1,1,1,1,57,1,1,9,2,13,78,25,22,342,0,0
6386,6386,30,0.5043136062319842,1,2,21,3,1,1,4,1,2,1,1,2,2,14,78,25,0,343,0,0
6387,6387,30,0.3825135814941512,1,1,21,1,1,1,1,1,1,1,1,1,2,14,78,25,0,344,0,0
6388,6388,30,0.3000470148816397,1,1,37,2,1,1,2,1,10,1,1,7,5,17,75,27,74,345,0,0
6389,6389,30,0.5168336566977262,1,2,37,8,1,1,2,1,2,1,1,2,4,13,67,26,189,346,0,0
6390,6390,30,0.412836058141191,1,1,37,2,1,1,2,1,10,1,1,7,4,15,67,26,2,347,0,0
6391,6391,30,0.3646016328420647,1,1,37,2,1,1,2,1,1,1,1,1,3,17,66,26,26,348,0,0
6392,6392,30,0.5395840117062823,1,2,37,3,1,1,4,1,2,1,1,2,1,14,65,26,21,349,0,0
6393,6393,30,0.3801171648509027,1,1,21,1,1,1,1,1,1,1,1,1,2,14,64,26,23,350,0,0
6394,6394,30,0.4424771472290579,1,1,21,1,1,1,1,1,1,1,1,1,2,14,64,26,0,351,0,0
6395,6395,30,0.3703841064764342,1,1,21,1,1,1,1,1,1,1,1,1,2,14,64,26,0,352,0,0
6396,6396,30,0.4968216419774925,1,2,21,3,1,1,4,1,2,1,1,2,7,11,63,26,22,353,0,0
6397,6397,30,0.4557278732221069,1,1,21,1,1,1,1,1,14,1,1,6,6,12,62,45,25,354,0,0
6398,6398,30,0.488172983204992,1,2,37,3,1,1,4,1,2,1,1,2,6,14,62,45,2,355,0,0
6399,6399,30,0.3082370569822097,1,1,21,1,1,1,1,1,1,1,1,1,6,19,62,45,5,356,0,0
6400,6400,30,0.3548340924400388,1,1,21,1,1,1,1,1,1,1,1,1,5,18,61,45,24,357,0,0
6401,6401,30,0.4154145710755792,1,1,21,1,1,1,1,1,26,1,1,14,3,13,59,45,43,358,0,0
6402,6402,30,0.5168336566977262,1,2,37,3,1,1,4,1,2,1,1,2,3,16,59,45,3,359,0,0
6403,6403,30,0.401253689837904,1,1,37,2,1,1,2,1,1,1,1,1,3,16,59,45,0,360,0,0
6404,6404,30,0.3676867203808272,1,1,21,1,1,1,1,1,72,1,1,14,3,16,59,45,0,361,0,0
6405,6405,30,0.3443511225872472,1,1,21,1,1,1,1,1,1,1,1,1,3,17,59,45,0,362,0,0
6406,6406,30,0.4383504642416561,1,1,21,1,1,1,1,1,1,1,1,1,2,14,57,45,45,363,0,0
6407,6407,30,0.3745710318345268,1,1,21,1,1,1,1,1,1,1,1,1,7,16,56,45,26,364,0,0
6408,6408,30,0.3570058773520512,1,1,21,1,1,1,1,1,1,1,1,1,5,18,54,47,50,365,0,0
6409,6409,30,0.3499853911285751,1,1,21,1,1,1,1,1,1,1,1,1,4,18,53,47,24,366,0,0
6410,6410,30,0.3290311669436465,1,1,21,1,1,1,1,1,15,1,1,5,4,18,53,47,0,367,0,0
6411,6411,30,0.488172983204992,1,2,37,3,1,1,4,1,2,1,1,2,1,15,51,47,45,368,0,0
6412,6412,30,0.3950227411030462,1,1,37,2,1,1,2,1,1,1,1,1,1,17,51,47,2,369,0,0
6413,6413,30,0.3781239040056914,1,1,21,1,1,1,1,1,1,1,1,1,1,18,51,47,2,370,0,0
